path,folder,label,region,filename,extension,file_bytes,width,height,aspect_ratio,pixels,sha256,pixel_sha256,mean_r,mean_g,mean_b,label_encoded,region_encoded
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0053.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0053.jpg,.jpg,10328,300,300,1.0,90000,666110272b517681cbcf1df2ad67de3e2d7958aa95a5105aec303ad34053fb09,609b76e120bb93a115264d452a8a0e7b9051756327dd54baf8f038137337bf4d,199.27131111111112,206.3761888888889,176.97946666666667,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0054.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0054.jpg,.jpg,8191,300,300,1.0,90000,7be5f28fbf9dcaf7c9050e2da0bfc7059117a7e828a6c35c34d80b273215ced4,76245d1f8a03ec171d46aacab69a1944ffaf694654fd4a9c5c741b73a49e399a,196.9579,204.25963333333334,153.74716666666666,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0056.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0056.jpg,.jpg,10238,300,300,1.0,90000,9a3a6c1cae2ef98d317c54482403f1ae016adfc3b202416ed5c1df445a1c6059,b0750c30dc9aba93cf5ef021139c9be4d56200ae64cdc9264765affa02a6cb5c,204.15566666666666,211.61062222222222,184.75143333333332,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0057.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0057.jpg,.jpg,9304,300,300,1.0,90000,650e8d4f3cc2e214638432b12a037bd9c00fb6547a4b73eeb252826240442c29,6f9eae0676d74cf866a3239e2e0083dbce1c50a6830c08148e0690767001321a,189.8068888888889,200.8157,173.8041,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0058.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0058.jpg,.jpg,11224,300,300,1.0,90000,f9f7c5596b1f5d752c5ee6db5d1e94864a43c171a8d769e5d11c63cabddded37,70049241eca4e924e032ef995c1de66b00c95cd8d661e59fc0327c94da48d0b9,193.8936888888889,204.5294888888889,181.88745555555556,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0059.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0059.jpg,.jpg,9859,300,300,1.0,90000,c7cf8d20bbe80d100a5563454fc74543b682dea042926991537f42be35d6ccb0,63b00bba350f5334484a336675c1aa21c46215aa31110cfa017d918852971eac,191.77784444444444,200.1861111111111,179.49293333333333,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0060.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0060.jpg,.jpg,10209,300,300,1.0,90000,ea662334e55c51a9263d3e42d125ab7b45428f536d01237ac5ba3cabea9e8900,d9d7ff5436f505ec4101977dd99cbbffc11f41c544db0d861fecea5b7ac8a8fb,195.19644444444444,207.20934444444444,177.79196666666667,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0061.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0061.jpg,.jpg,8865,300,300,1.0,90000,34c17672937985204f33baab1fbaf98b47e34bd1dfdf08c8373ac5d1520ea569,f4e4a81ace8a7ae31c09043a9554cc5919cb6c3e0444b85744f199f495370bc5,187.40216666666666,196.80468888888888,170.2011222222222,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0062.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0062.jpg,.jpg,10502,300,300,1.0,90000,13537cf5055dc8abb5d65fe0ec7b3f9f168f4de1c27899482178f075d238752c,41d0303bbe8a1069e82f5cfa28fe517a3ca02459bb5bd0e58e8cf959df7eb07b,202.34096666666667,210.65297777777778,179.7326,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0063.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0063.jpg,.jpg,10719,300,300,1.0,90000,8728fa29327029b96c4a9e9a27e238d71aa08e0dcf0fa088bea5963aaf446274,d4a5af7f59798f41304ef0823bb6fe097c954f3f63a09ba1dc251cc08f6ecba5,191.94353333333333,202.42195555555554,169.83582222222222,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0064.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0064.jpg,.jpg,11276,300,300,1.0,90000,2723b27145d041f5f2cc02705dab9937f18666717a20562a5477e44fee64e564,261c8ff6e75d0f8c130b4bf71c0066388e81573beb1c8c9983d6ec9ea5357e8b,197.91883333333334,210.68363333333335,180.11978888888888,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0065.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0065.jpg,.jpg,8770,300,300,1.0,90000,983d52b588fda424e03c776756dbdbf4386203db5aae490eccc31951f37d3e4d,d32468dbee2b660dd3ad040653398cfba436e5ca69240f4d84a93d3c5dd33bf3,190.30664444444446,200.3837111111111,166.6374,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0066.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0066.jpg,.jpg,10101,300,300,1.0,90000,8d28221116749e545782b4c2e9df25198cabf4d773981e625c82cdfd130131c9,1bfdad1e01aa789d0b7531d5949b91102d83c2fd079aca6604507ed6007df043,190.64354444444444,197.70734444444443,176.0496,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181002.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181002.jpg,.jpg,22861,300,300,1.0,90000,73d8e0f5ac030dbb0965f0824202d6fcf141f45e47badc0b9633972d93761147,e8473d1091bdd04edb82f298c5dd3cc6096a3737048a059bf0de34b0ae0345a7,155.20646666666667,155.98732222222222,144.50482222222223,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181007.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181007.jpg,.jpg,22453,300,300,1.0,90000,73e2eb3945160d337a4d18f94c948f97081573b31c4e0386949da498e2888c2f,bc4faacefd599e14ed71119a9619118fb39f8ef0502961ac2d7a50b411922372,163.6949111111111,164.99336666666667,154.26953333333333,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181010.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181010.jpg,.jpg,18992,300,300,1.0,90000,af9ca2acdc0f64f0269346c67419fb32905398d49fa8bfeaab55693bbd666f57,ec1e0aed971b06edcfe98591f778e199434c2d892034c34b5b5324675ed9152e,171.78962222222222,174.87315555555554,160.4317111111111,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181021.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181021.jpg,.jpg,18202,300,300,1.0,90000,4aac289992f3bcda48b2108a3c98aceadc8e5598e0b66782609a463421db8862,61023b7e712cdc559b31eeb49750f247bb4b48f8a0d0fad229d90ddb20ef95e6,165.33141111111112,170.7353,158.32045555555555,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181027.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181027.jpg,.jpg,17379,300,300,1.0,90000,11c578ab7afc9969d4dbf31271df1436ed90549c7d196cdee1cdd23da37f2685,32c3263b81369b9de4c66d6e9d0c8f22acec984d39d927bd7a0ab5ccf84ef33b,161.04276666666667,165.0770777777778,153.2791,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181030.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181030.jpg,.jpg,18289,300,300,1.0,90000,62fe379cc102c3fc11ae38f00347880a4eec7e054f0131e8808b938d02d5a0f6,10ae5b44b6b4abf1603d76ec475713e75ca2da8ffc45f1e1c74e7039604a1486,157.0919111111111,161.62623333333335,146.64142222222222,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181035.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181035.jpg,.jpg,19128,300,300,1.0,90000,12ce423fa8d6652af01d3f8d292f92ae1b624ddbfd005c38c640ed99b4b1d8a2,ff827dda248c0cbdf4161f1716aebe636e86d8876b8fb368810798bec5d62360,164.79017777777779,163.94076666666666,157.12755555555555,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181039.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181039.jpg,.jpg,18898,300,300,1.0,90000,bbf1e52e4d6a409af97ce5fb1aed805d7ca6d2c918b26053c76de48b062da4d4,7508dd8101a75d104fbda7e47b73f0f2f23fba0e65b21bca3e8425ed52299e8f,163.51632222222221,163.3558,154.39975555555554,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181050.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181050.jpg,.jpg,19509,300,300,1.0,90000,7730f0416d72e62fd84de5aaca1f5612bc5c012e4b63ff2bb7be68c89fe4d246,73974ffc9503098af7e2ba186dd546db4040ca140682ef6fe6ccfe14dcbf5615,160.47181111111112,160.9561888888889,153.5115111111111,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181057.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181057.jpg,.jpg,17270,300,300,1.0,90000,8d50a9c5ef1a21a37c44ac55e75af79a20fff74dff18bd1152cf09c7a6879492,4cad45cb01d6fbe2ecb3910c58d874bc5833ae219d9b43bf375b058c30a4d933,154.08988888888888,156.3605,143.12761111111112,0,1
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181101.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181101.jpg,.jpg,16775,300,300,1.0,90000,115508cb50cac1a6520a4c695a6f4c3b07983f57d3337466535102f576e2c10f,4fe2eeda21eb70c0d661e924a439c897059c7811c16ba860341a36cb205afc8a,160.37238888888888,163.4655111111111,149.9623222222222,0,1
