path,label,rgb_r_mean,rgb_g_mean,rgb_b_mean,hsv_h_mean,hsv_s_mean,hsv_v_mean,rgb_g_std,hsv_s_std
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0053.jpg,Healthy,0.7814807295799255,0.8093022108078003,0.6940124034881592,0.09876081347465515,0.18832722306251526,0.814032793045044,0.23787502944469452,0.22549012303352356
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0054.jpg,Healthy,0.7724072933197021,0.8010378479957581,0.6028866171836853,0.095291867852211,0.3359622359275818,0.8055434226989746,0.2938789427280426,0.36622729897499084
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0056.jpg,Healthy,0.8005791902542114,0.8298206329345703,0.7244590520858765,0.10109254717826843,0.1544407606124878,0.8325990438461304,0.20530439913272858,0.2127906084060669
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0057.jpg,Healthy,0.7443234920501709,0.7874789237976074,0.6815563440322876,0.12768754363059998,0.19481028616428375,0.7903463840484619,0.2844974398612976,0.2445238083600998
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0058.jpg,Healthy,0.7603209614753723,0.8020287752151489,0.7132430076599121,0.1332499384880066,0.16343605518341064,0.8073835968971252,0.24320867657661438,0.19962485134601593
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0059.jpg,Healthy,0.7520536780357361,0.7850049734115601,0.703821063041687,0.12389688193798065,0.1528199315071106,0.7892540097236633,0.2746254801750183,0.19648079574108124
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0060.jpg,Healthy,0.7654421329498291,0.8125536441802979,0.6971612572669983,0.12115848064422607,0.18487730622291565,0.8127365112304688,0.22863587737083435,0.22403179109096527
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0061.jpg,Healthy,0.734894871711731,0.7717562913894653,0.6674086451530457,0.11325935274362564,0.17997989058494568,0.7719161510467529,0.3003883361816406,0.22923967242240906
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0062.jpg,Healthy,0.7934705018997192,0.8260455131530762,0.7048090696334839,0.10246992111206055,0.183064267039299,0.8291082382202148,0.21076600253582,0.2364799529314041
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0063.jpg,Healthy,0.7527267336845398,0.793781578540802,0.6660032272338867,0.1121857538819313,0.23481705784797668,0.8007736206054688,0.262142151594162,0.2630123794078827
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0064.jpg,Healthy,0.7761565446853638,0.8262044191360474,0.706298828125,0.12377236783504486,0.18774285912513733,0.8266764879226685,0.20732060074806213,0.22576221823692322
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0065.jpg,Healthy,0.7463072538375854,0.7858015298843384,0.6534744501113892,0.10800384730100632,0.25216591358184814,0.7945044636726379,0.27618151903152466,0.27775099873542786
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0066.jpg,Healthy,0.7476505041122437,0.7753303050994873,0.690344512462616,0.11091846227645874,0.1533825844526291,0.7782705426216125,0.27824148535728455,0.1936853528022766
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181002.jpg,Healthy,0.6086828112602234,0.6117120981216431,0.566658079624176,0.2587774395942688,0.14970235526561737,0.6314913034439087,0.24827757477760315,0.12498462945222855
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181007.jpg,Healthy,0.641960620880127,0.6470052003860474,0.6049996614456177,0.26766228675842285,0.1391102820634842,0.6667613983154297,0.2387867271900177,0.12354075908660889
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181010.jpg,Healthy,0.673667311668396,0.6858130693435669,0.629165768623352,0.22983196377754211,0.13335752487182617,0.6994562149047852,0.20590397715568542,0.11158748716115952
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181021.jpg,Healthy,0.6484078168869019,0.6696078181266785,0.620885968208313,0.28621798753738403,0.13741075992584229,0.6836578845977783,0.21483194828033447,0.12448723614215851
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181027.jpg,Healthy,0.6315621137619019,0.6473939418792725,0.6010780334472656,0.273348331451416,0.14558252692222595,0.6644138693809509,0.23038099706172943,0.12744475901126862
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181030.jpg,Healthy,0.6161841750144958,0.6339288949966431,0.5751981735229492,0.2591717839241028,0.17070959508419037,0.6489085555076599,0.24161645770072937,0.1594325304031372
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181035.jpg,Healthy,0.6462326049804688,0.642937183380127,0.6161640882492065,0.3153733015060425,0.13430845737457275,0.6710324287414551,0.23977375030517578,0.12696222960948944
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181039.jpg,Healthy,0.6412780284881592,0.640676736831665,0.6055577993392944,0.29255759716033936,0.14427916705608368,0.6670630574226379,0.24120348691940308,0.13114158809185028
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181050.jpg,Healthy,0.6293160319328308,0.6312078237533569,0.6019933819770813,0.32346946001052856,0.13311880826950073,0.6538344621658325,0.24275124073028564,0.12076044082641602
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181057.jpg,Healthy,0.6042930483818054,0.613213300704956,0.5613099336624146,0.2531502842903137,0.1583063304424286,0.6305128335952759,0.2499021291732788,0.1303701549768448
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181101.jpg,Healthy,0.6289818286895752,0.6411123275756836,0.5881673097610474,0.22235235571861267,0.14044103026390076,0.6540106534957886,0.24180705845355988,0.1232047975063324
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181104.jpg,Healthy,0.6689223051071167,0.672695517539978,0.6276233196258545,0.24350452423095703,0.124919593334198,0.689853310585022,0.22853033244609833,0.11436696350574493
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181118.jpg,Healthy,0.5029345154762268,0.5217831134796143,0.40509921312332153,0.16358324885368347,0.3272683024406433,0.5321078300476074,0.3241616189479828,0.23450513184070587
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181128.jpg,Healthy,0.5249798893928528,0.5387982726097107,0.4472091495990753,0.2074298858642578,0.25248661637306213,0.550179123878479,0.3146745562553406,0.18968932330608368
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181133.jpg,Healthy,0.47004443407058716,0.4844956398010254,0.4028550386428833,0.2088678926229477,0.2675551474094391,0.4942229688167572,0.33701595664024353,0.20107895135879517
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181208.jpg,Healthy,0.47808194160461426,0.49350011348724365,0.41037261486053467,0.18149212002754211,0.2658069431781769,0.4998564124107361,0.3365398049354553,0.19790729880332947
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181213.jpg,Healthy,0.48072534799575806,0.4962574541568756,0.3970147967338562,0.18209734559059143,0.3062088191509247,0.5014773011207581,0.34498903155326843,0.22180786728858948
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181225.jpg,Healthy,0.509404718875885,0.5288210511207581,0.42599380016326904,0.18182529509067535,0.2811471223831177,0.5337258577346802,0.3300943672657013,0.2093087136745453
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181231.jpg,Healthy,0.5149107575416565,0.5054371356964111,0.4598671495914459,0.21455159783363342,0.18930289149284363,0.5251838564872742,0.31142228841781616,0.16064783930778503
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181236.jpg,Healthy,0.5779507160186768,0.5740741491317749,0.5142645239830017,0.22909975051879883,0.17785543203353882,0.592077374458313,0.29875648021698,0.15054763853549957
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181240.jpg,Healthy,0.5341653227806091,0.5234662294387817,0.4665546715259552,0.19375881552696228,0.2085978090763092,0.5449467897415161,0.32306766510009766,0.1641646921634674
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181250.jpg,Healthy,0.5531872510910034,0.540683388710022,0.47918105125427246,0.19507940113544464,0.2102641612291336,0.5626991391181946,0.31079211831092834,0.1727607399225235
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181255.jpg,Healthy,0.47671377658843994,0.46652114391326904,0.42532455921173096,0.3237305283546448,0.20308248698711395,0.4859796166419983,0.3329514265060425,0.19319045543670654
